008_George_Bond,"Amante de los autos y la tecnología"
ArtvrOne,"Estudio Sociología en UAM-A, Me gusta el Psychedelic Trance, No creo en dios. Si solo buscas sexo, olvídalo. [] Instagram: @Artvrk"
aruaLazindoV,"Just a cool cat in a small town"
arviBerry,"no_description"
arvinaviles,""
arvizo_karen,"La vida te pondra obstáculos, pero los limites los pones tu."
Ary_AntiPT,"De uma pá para um pedreiro e ele construirá uma casa! De um livro para uma criança e estará lhe dando o futuro @arykara (A. C. N.)"
Arzeux,"Maestro en Desarrollo Humano y Organizacional - soy Fiel, Dramatico, exagerado, simple, valiente, Lindo, divertido, amoroso y roginegro,"
arzimu5,"Tienes mi sueño en tus manos."
arztorres,""
AS_HD,"Crítico político de afición, analista del comportamiento social por convicción, estratega comercial de profesión y amante incondicional de la Harley Davidson"
asaelcastillo,"Me late cantar, echar la chevita del fin de semana, hacer reír a la gente :) y tocar el piano. Financial Analyst."
AsambleaDF,"Perfil oficial de la Asamblea Legislativa del Distrito Federal. #VIILegislatura"
AsambleAntioqui,"Corporación Administrativa de elección popular, integrada por los diputados de Antioquia - Colombia."
asantamaria21,""
asbejar,"Manic Pixie Dream Girl"
ascaniomjosel,""
ASCARIOTE182,"Soy de mi corazón el vampiro, uno de esos grandes abandonados, a la risa eterna condenados que ya no pueden sonreír ...."
ascenciobannana,"Good bless America. Amen."
Asebinosovreti,""
Asebuchas,"no_description"
asegovia2,"Productor musical y Community Manager.La creatividad es una gran herramienta para alcanzar el liderazgo."
asesfalsos,""
asesf…,"no_description"
AsesoraTelcel,"Asesor en telefonía celular.Asesor en viajes.Traslados ejecutivos."
asesorfiscal1,"abogado fiscalista, colaborador del programa de radio noticias de 1 a 3 en radio capital, esoterico, cabalista, musica geometrica, mas.'."
asesoriasish,"Especialista en Seguridad Industrial y Proteccion Civil, Paramedico Cruz Verde GDL. Consultor y capacitador registrado ante la UEPCBJ y la STPS."
Asfs11Erika,""
Ashauri,"Jamás seré el hombre del siglo. BVLV FRIV // INFINITO CORAZÓN // @festivalverbo // @NWLATV // @LibrosyAcapulco // @REMEZCLA Escríbeme a ashauriteama@gmail.com"
asiamericatradi,""
ASIANExpertsMX,"no_description"
asiesjmvazquez,"Optimista y siempre agradecido. Comparto fotos, temas de mkt, ventas, bromas, así como originalidades"
Asilascosas,""
asilascosas,""
asilascosasw,"Pensamiento, análisis e información con @karlaiberia, @sopitas y un equipo de colaboradores"
Asincrono,"He nacido, crecido, y tengo resuelto lo de morirme.Así que me queda reproducirme... estoy probando con lo de la bipartición (por empezar por algo sencillo)."
asinju,"Formo parte de un despacho juridico, encaminado a los servidores publicos que buscan alejar la imagen de corrupción y de falta de preparación profesional."
asiveoelfutbol7,"Rolo, Santafereño y Javeriano. MBA. Amo el fútbol y la TV de los 80. Las alcaldias de izquierda acabaron Bogotá. Alérgico al regueton! Antes me decían el Tren!"
Asmaharba,"Soy biólogoTrabajo en Bachillerato Tecnológico"
asmarin10,"Universidad Autónoma Metropolitana Xochimilco.Uno nunca puede consentir arrastrarse cuando siente el impulso interior del alzarse.                Hellen Keller"
ASMOL26,""
asodlt,""
asojoq,"Lic. en Economia y MBA, pero sobre todo golfista, F1 follower y fan del Leon!!! Aqui opiniones personales. En el DF"
Asopafamilia,""
asotaxistasbogo,"TWITER DE LA ASOCIACION DE TAXISTAS DE BOGOTÁ ASOTAXISTAS-BOGOTÁ."
AspasiaSegunda,"Reincidente"
ASperanz,"Strategic Social Media / Conocedor de nada,aprendiz de todo / Melómano desde el vientre de mi madre /"
aspergeriano,"Soy alguien."
AsraelS,"hola"
ass_angelsamsal,"Mexicano, feliz y No me importa si eres negro, blanco, heterosexual, gay o lesbiana. Si eres amable conmigo lo voy a ser contigo, chivas de corazon."
ASSuarezR,""
astarothe6889,"Heredera de la generación X, cínica, sarcástica. 3 Investigación, rock, 90's, piratas y los relatos posmodernos del cine, la tv y la literatura."
Asterbit,"Whatever you do in this life, it's not legendary unless your friends are there to see it. #LosInadaptados"
astesil,""
Astorgabriel,"Voz en @abovetblue. #DoEpicShit Music/Marketing/Tourism/Beer"
astorquiza33,""
ASTRA_S7,"Soy alegre,bromista,me gusta hacer amigos,divertirme,conocer lugares, responsable y respetuoso, y mas que nada estoy agradecido con dios...VIVA LA VIDA!!!"
astridar710,"solo se vive una vez!!"
AstridNovelo,"Race Director del Maratón CdMx  del 2013 al 2015. Directora de Eventos  Deportivos en Capital Mx. Amante del deporte y ferviente promotora del mismo."
astridrop,"Everything happens for a reason, nothing happens by chance or by means..."
AstridSanchez,"La sonrisa es esa línea curva que endereza todo"
astrobymaro,""
AstroF3rch,"Year 2175 a robot aboard a space ship must send a very important message to earth before is too late."
AstronautApe,"Involuntary programmer, database enthusiast, GNU/Linux apprentice, MAPR Hadoop, accidental DBA. Love Chill Music and Cycling."
astrou__,"RP @losdanzantes @mezcalalipus @danzantesmezcal @corazondemaguey @barraalipus @alipuscondesa | Peggy Olson meets Freakazoid! | I always wanted to be a Tenenbaum"
astvihu,""
asuarezq1,"-Oye, Mateo, lo de la paloma no lo pongas.-Jesús, si se creen eso se creerán todo lo demás.-ok, ponlo."
Asulf01,"Es posible soportar la injusticia? solo hay que ver al rededor"
Asum_Aridnere,"Me encantan los conciertos de rock, salsa, pop, electronica, soy universal y amo el futbol❤️"
atandocabos1,"Atando Cabos con @Denise_Maerker de lunes a viernes de 13 a 15 hrs por @Radio_Formula 104.1 FM,1500 AM, 121 de Sky , Izzi, Dish Xfinity y Time Warner."
Atarasilver,""
ATARIZA,"Bendecido por Dios"
atatys,""
Atay02G,""
atb65,"Director de TB&A y la Revista de Correduría Pública, srio del Consejo Directivo del IMV y conductor del programa de tele por internet Platicando con TB&A"
atembao,"no_description"
AtencionCJal,"Cuenta oficial de Atención Ciudadana del Gobierno de Jalisco 2013-2018. Comprometidos con el servicio a nuestra gente."
Ateneausher,""
atento123,"RT no necesariamente significa estar de acuerdo"
Ateofilo,"Nací en 1969, y no conozco otro estado que el de crisis permanente."
athziryalvarado,"COMUNICÓLOGA| TAPATÍA| GDL| ATLAS |"
ATiempo_21,"Noticieros de @Capital_21. 21.1 HD | 132/895HD izzi | 171 Totalplay"
atimermans,"My personal twitter account"
atitshab,"Amante de la vida, del rock, de meditaciones, las finanzas y ahora alebrijes!!"
atizador,"http://t.co/iWb6FU70IE"
AtKarlita,""
atlas51mesi,""
Atraccion360,"Autos, Movilidad, Deporte Motor, Negocios y Life&Style. Somos parte de Grupo Imagen https://t.co/Qwthp7nxBb"
AtrapaloMexico,"Ofertas de viajes y ocio para todos. Atrápalo México en todas las redes. Atendemos de 08 a 18hrs.Servicio telefónico: L-V 09 a 22hrs y S-D: 12 a 21hrs"
atribinu,"PhD in economics Brown University."
AttnAlCliente,"Por el momento nuestras operadoras están ocupadas, favor de llamar más tarde"
atzavh,""
Atzin3679,""
atziri_jiru,"Empresaria en proceso...Amo el Rock ❤"
Atziri_San,"Futura abogada. Amante de la lectura. Lasallista de corazón."
Au_tumne,"Reckless."
audiocreativo,"producción radiofónica al mas alto nivelsaulaudiocreativo@gmail.cominfo@audiocreativo.com http://t.co/2BWzUYhKjehttp://t.co/q8lVE1D99Wcelular:0133-38499386"
AUDITORIOTELMEX,"AUDITORIO TELMEX uno de los mejores inmuebles de México."
august_ngel,""
augusto_oma,"Law Student at UIA, former Emperor of Rome and Commercial Pilot ✈  My favorite color: Sunset"
augustoninijk,"no_description"
augustopinillah,"Oficial Mercante, oficial de la Armada Nacional en uso de buen retiro"
augustorpo,""
augustosisa,"Ingeniero Civil, profesor, buzo, cocinero y otras cosas cuando el tiempo lo permite."
augustuto,""
AunCarlos,"Professional Side NiggaCaminante fugitivo arrasante fraternal desafiante extrovertido aferrado liberal   Pretencioso @MMAenespanol  Witness me"
aura2828,"Periodista, convencida en el humanismo como doctrina para la evolución de la raza planetaria, sígueme sólo x tendencias ideológicas"
Aura_,"Conductora de tecnología en #PrimeroNoticias @NTelevisa_com Colaboro en @unocero + @must_magazine + La Oveja Eléctrica Mi Twitter, mi opinión"
aure_mb,""
aurearodsa,""
aurelianogarcia,"Paquita la del Barrio me está hablando a mí."
AurelioSuarez,"Consultor, columnista y analista. Ingeniero Industrial. Miembro ACCE. En @BluradioCo https://t.co/i89x2BAvAg"
Auri_Ochoa,"Soy hija de mis papas y soy del norte muy del norte."
AuroraBlanket,"23y, O- Blood, Mexican, Blanket, @Samael_Demise's Wife & Nacht's Mom #SteelersNation, DL #99, Demise Films, #TLOZ fan, gamer, Childish, Troll, Moron, Happy."
auroragascon,"☁️Five boys makes me happy☁️ @ReedDeming is my boyfriend✨ @SEBTSB is my favourite person in the world❤️ @ImAlexHoltti"
AuroVMeza,""
AuSantillana,"Abogada en proceso. 19✨"
AustinLieuallen,"God first. Conservative. Dont like my tweets or feel offended?Just unfollow. 'Merica. Tatted. Fitness #YCOT Founder of @30SecCountry"
AustinRdguez,"Singer, I am addicted to the forbidden Vivre dans l'état zombie I love quote songs Instagram: Hola_i_austin"
AutoBildspain,"Twitter de la web autobild.es. Coches, motos, pruebas, reportajes, tecnología, competición y todo lo relacionado con el mundo del motor."
AutoexploraMx,"Descubre el fascinante mundo del #Drivestyle y encuentra el mejor auto para tu estilo de vida."
autologiaonline,"Autología es el análisis y orientación de compra en el mundo de los autos. Toda la información que necesitas saber para elegir el coche perfecto para ti."
automobilequ,"no_description"
automotriz_yat,""
autoscotiza,"no_description"
autosymas,"Programa en MVS 102.5 desde hace 16 años, Editor Suplemento AUTOS de El Financiero Contacto: josera@mvs.com"
AutoVenz,"Venta de #Motores importados, #autopartes nuevas y más... ¡Contáctanos! : Whatsapp 0414-059.84.47 ventas@autovenz.com / Instagram @AutoVenz  #Maracaibo"
autumnopera,"Editor. Dance, laugh, eat, be brave, be bold, get moving! Book worm, crazy girl, culture lover, eternal soul. Well-read people are less likely to be evil — LS"
AutUnidos,"El taxi autónomo de Valencia unido, luchando por una profesión digna y denunciando las ilegalidades que permite la administración."
avaco12,""
avallejo1980,"Todo es cuestión de actitud!!!"
Avancedenegocio,"Que viva el futbol y que viva el cine"
avanmeerbeke,""
avatar_de,""
avdhiel,"soy bullysterica ♥♥♥♥ ,soy polinesia , soy caeliker y me encanta ver vídeos en youtube sobre todo de youtubers,  amo los videojuegos sobre todo Halo 3"
avegutierrez,""
aveKobe,""
avelai,"Periodista con convicción; laboro en La Crónica de Hoy. Amo al deporte, detesto el juego sucio."
avella36,""
avenano,""
AVenegasVega,"Mathematician, f'(x)=df(x)/dx; PhD Student, 5=2; Professor, e^iπ+1=0; Eclectic, λ=h/mv."
AvePolitica,"Información libre que vuela por las TL de Twitter; Política, Nacional, Internacional, Tecnología, Sexo, Música y más."
AviationYuca,"Noticias..Glosario..Aviacion"
avilesaviles,""
AvilesGarc,"MEDICO RECIDENTE ISEM TOLUCA"
avilezar,""
avilla73,"Buena cara a la vida, acá donde la vida no vale nada."
AvilRivas,""
avinarobles,"retwitteo lo que me gusta"
avivivc,"economista y feliz! enamorada de la vida"
avo77,"Just a simple boy living a simple boy's life. CF America's fan ⚽ iPad lover"
avrile_am,"Asesora, fan de las redes sociales, MBA, amante de la música, en camino a la desintoxicación total-Las decisiones y la birria no se toman calientes!"
AVSalvador,"De la Rancia y Decaída Aristocracia Colimense... Amigo de la Vida"
awa_mala,"Amante del buen fútbol, santafereño de corazón, me encanta la cocina y los grandes amigos"
AwahBahia,"Escritor, investigador. República Saharaui"
AxalLore,"Más vale prevenir que tener que lamentar."
axayatl,"#Marathonist, #Information #Security, #Rocker, #Fun, #Chilango and something else... Regional Account Manager @ #TrendMicro"
axdel16,""
axdjpro,"Televisa"
Axeanon,"Support of #AnonymousMéxico - http://t.co/R1K6f58NwV"
Axel_Arevalo96,"snap axelarevalo14"
AxelChristian,"pasahambre d derecho, pambolero a morir, divertido pero reservado, m fascina l cine y platicar con la gente q aprecio n realidad."
axelexa323,"Transformando las ideas en materia para crear sueños."
AxelGMontano,""
axelitobonito,"I am a Nobody and nobody is perfect - therefore, I am perfect"
axellmonrroy,"no_description"
axelnovoa,"yo voy a ser tu pinche karma, puta perra."
axeluco,"Amante de la vida, del cafe y de @c_rabodenube. aspirante al libre pensamiento."
axer0alex,"no_description"
axfallon,""
AxionCoach,"Somos un grupo de emprendedores que ayuda a llevar las mejores practicas de los corporativos a las #PyMES #empresas #emprendedores"
axkana_cv,"Servidor público. Viajero y trotamundos. Quiero recorrer el mundo. Si no saben volar pierden el tiempo conmigo. #ColegasPJF. Opinión personal."
axkrce,""
Axl_Gomez,"de Vico."
AxlBun,"Ya me había aburrido la pasada, estoy pensando en una nueva."
AXLCASTREJON,""
axlPriestly,"La Vie Est Une Toile, Peint La De Ton Histoire..."
axmolinaa,"AX OsoPolar insta: axmolinaa snap: axmolina Te observan, te critican, te envidian y al final te imitan.-Pablo Escobar"
axnieto,"Ingeniero s sitemas, padre de famila, amante de la buena vida"
axordg,"Internet-junkie & Gamer"
Axotla,"Soy un Cabron, si sigues a la gente por su Avatar estas bien JODIDONo sigo a la gente por bonita, la dejo de seguir por idiota"
AxPu,"#MiOtroCarroEsUber #UbersitarioPaisa - Musico SODIMAC - HOMECENTER ❤️"
axsosa,"Estratega #mktdigital Fundador:@millonesdevoces, #Voiceover, #Comunicólogo @UDLAP, master en @ieu_universidad, catedrático en @ESCA_IPN | #MarketerosNocturnos"
axtzco63,""
Ay_quemierda,"No seré lo mejor que te ha pasado en la vida, pero sí con el que mejor vas a valer verga."
AyalaMaite33,"no_description"
ayanlunaJ,""
ayaxcatl,"Aequam memento rebus in arduis servare menten"
AyDarwln,"Que el amor, el sexo, y los juegos de pokémon nunca me falten, amén. http://t.co/atXvBQbuLL"
aydsc,""
AyeGiacu,"Strategic Planner @wundermanBA fan de la tecnología y el arte -- hija única--mi lema y el de walt: If you can dream it, you can do it..."
AyParrita_,"siguiendo mis propias reglas, abrazando mucho, amando de verdad, expresando mi amor, riendo sin control, emprendiendo sin temor."
AyQueBombonn,"Pongo pura mamada, sigueme."
AytoGdl,""
AytoGDL,""
AYUDABANORTE,"no_description"
AyudaBlackBerry,"Esta cuenta ya no está activa, por favor sigue a @BlackBerryHelp para obtener soporte técnico y de garantía."
AZabludovsky,"Periodista, Productor y Conductor de TV, Parody. Noticias Nacionales e Internacionales."
Azael_LopezR,"no_description"
azaelfamoso,""
AzaelRamos,"Escuchar, aprender, decidir y vivir."
azaelshiller,"Everything is Beautiful ♡자유"
Azahalea,"No hay nada externo a ti que genere miedo o amor porque no hay nada externo a ti"
azarak30,"#LiverpoolFC #Metal #BlackMetal #Pumas #Patriots #SFGiants You'll never walk alone. ¡¡Black Metal Its Krieg!!"
azcarlos2,"Wikipedista, Jugador de Ajedrez, Gammer (StarCraft), Intento de Ing. en Sistemas. Gusto del sexo, la cerveza y el whisky"
azelarobinson,"English born, mexican actress"
Azelegna,"Fotógrafa de pasatiempo. Diseñadora 24/7 pero la verdad lo mío, lo mío es la cinematografía FIN (:"
azepedaal,""
azerethiux,"Pokémon Trainer interesada en la comida, cerveza, música, Internet y cultura Pop.Soy la Ñoñovia de @chuibartowski"
Azevrec,"Cinéfilo, Melómano, GAYmer. Creativo por Accidente, Psicólogo de Vocación, Marketing por Conveniencia. Cualquier parecido con la coincidencia es pura realidad."
Azteca,"¡Te traemos los mejores contenidos de TV Azteca a tus redes sociales! Síguenos aquí y en @AztecaTrece y @AztecaSiete"
aztecaGuate,"Somos el canal nacional en televisión abierta que está revolucionando el mercado. Señal exclusiva del Mundial 2018. Estamos #CercaDeTi."
AztecaNoticias,"Ponte al día con nuestras noticias. También puedes seguirnos en http://t.co/qiZ2hIj2AL"
aztecanoticias,"Ponte al día con nuestras noticias. También puedes seguirnos en http://t.co/qiZ2hIj2AL"
AztecaOpinion,"El único lugar donde de lunes a sábado, cada 13 minutos tendrás una experiencia diferente, con los mejores programas sobre política, economía, cultura y más."
AztecaOpinión,"no_description"
AztecaTrece,"¡Te traemos los mejores contenidos de TV Azteca para que los disfrutes donde te encuentres!. Recuerda que en Twitter también estamos #Contigo ¡Síguenos!"
